A11,A12,A13,Q1,A14,Q2,Q02,A30,A31,A32,A33,A34,Q3,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,Q5,Q05,QQ5,A61,A62,A63,A64,A65,Q06,A71,A72,A73,A74,A75,Q8,A91,A92,A93,A94,A95,A101,A102,A103,Q11,A121,A122,A123,A124,Q13,A141,A142,A143,A151,A152,A153,Q16,A171,A172,A173,A174,Q18,A191,A192,A202,Type1,Type2
0,0,0,0,1,10,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1231,2,0.06155,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,0,1
0,0,0,0,1,36,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,6304,5,0.3152,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1533,2,0.07665,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,999,1,0.04995,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2662,3,0.1331,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1402,2,0.0701,0,0,1,0,0,3,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,48,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12169,5,0.60845,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,9,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2697,3,0.13485,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2404,3,0.1202,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1262,2,0.0631,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1901,2,0.09505,0,1,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,15,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,3368,4,0.1684,0,0,0,1,0,4,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,1,0,0,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1574,2,0.0787,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,18,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1445,2,0.07225,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1520,2,0.076,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3878,4,0.1939,0,1,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,47,5,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,10722,5,0.5361,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
1,0,0,1,0,48,5,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4788,4,0.2394,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
0,1,0,2,0,48,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7582,5,0.3791,0,1,0,0,0,2,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1092,2,0.0546,1,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1076,2,0.0538,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
1,0,0,1,0,24,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,6419,5,0.32095,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,2,0,1,0,0,1
0,0,1,3,0,42,5,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,4796,4,0.2398,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,48,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,7629,5,0.38145,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,2,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4675,4,0.23375,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1287,2,0.06435,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2515,3,0.12575,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,21,3,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2745,3,0.13725,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,672,1,0.0336,1,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1
1,0,0,1,0,10,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1038,2,0.0519,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1543,2,0.07715,0,0,0,1,0,4,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,30,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4811,4,0.24055,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,9,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,276,1,0.0138,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,4,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,48,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5381,5,0.26905,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,5511,5,0.27555,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3749,4,0.18745,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,4,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1494,2,0.0747,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,708,1,0.0354,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4351,4,0.21755,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,701,1,0.03505,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,15,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,3643,4,0.18215,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2910,3,0.1455,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,18,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2659,3,0.13295,0,0,0,1,0,4,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1028,2,0.0514,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,8,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3398,4,0.1699,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,5801,5,0.29005,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1525,2,0.07625,0,0,0,1,0,4,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,1
0,0,1,3,0,36,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4473,4,0.22365,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1068,2,0.0534,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
1,0,0,1,0,24,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,6615,5,0.33075,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,13,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2101,3,0.10505,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4169,4,0.20845,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,10,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1521,2,0.07605,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,5743,5,0.28715,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,21,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3599,4,0.17995,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3213,4,0.16065,0,0,1,0,0,3,0,1,0,0,0,3,0,0,0,1,0,1,0,0,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4439,4,0.22195,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,1,3,0,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3949,4,0.19745,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1
0,0,0,0,1,15,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1459,2,0.07295,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,13,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,882,1,0.0441,1,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3758,4,0.1879,0,0,1,0,0,3,1,0,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1743,2,0.08715,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,9,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1236,2,0.0618,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,3229,4,0.16145,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,727,1,0.03635,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2331,3,0.11655,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,776,1,0.0388,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1239,2,0.06195,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3399,4,0.16995,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
0,0,1,3,0,12,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2247,3,0.11235,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1766,2,0.0883,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1542,2,0.0771,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,3850,4,0.1925,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,18,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3650,4,0.1825,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3001,4,0.15005,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,36,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3079,4,0.15395,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,6070,5,0.3035,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,10,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2146,3,0.1073,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,60,5,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,13756,5,0.6878,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,18,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2320,3,0.116,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,7,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,846,1,0.0423,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,362,1,0.0181,0,1,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,20,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2212,3,0.1106,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,22,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1283,2,0.06415,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,12,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1330,2,0.0665,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,30,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,4272,4,0.2136,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2238,3,0.1119,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1126,2,0.0563,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,18,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,7374,5,0.3687,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,15,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2326,3,0.1163,0,0,1,0,0,3,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,9,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1449,2,0.07245,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1820,2,0.091,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,983,1,0.04915,0,0,0,1,0,4,0,1,0,0,0,4,0,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,36,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3249,4,0.16245,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1957,2,0.09785,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,9,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2406,3,0.1203,1,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
0,1,0,2,0,39,4,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,11760,5,0.588,0,1,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
